Product Name,Category,Dosage Form,Price,Trademark,Brand Origin,Country,Rating,Continent,General_function,Predicted_Rating
Lăn khử mùi đá khoáng Deonatulle Soft Stone Double Non-Menthol for Men dạng sáp cho nam (20g),"Lăn khử mùi, xịt khử mùi",Viên nén,223500.0,90,Nhật Bản,22,unknown,Asia,0,4.959777344818866
"Sữa rửa mặt đất sét Rosette Face Wash Pasta Ghassoul Bright làm sạch da, hút dầu nhờn, giảm mụn (120g)","Sữa rửa mặt (Kem, gel, sữa)",Viên nén,136000.0,365,Nhật Bản,22,unknown,Asia,1,4.983668478177536
"Sữa tắm gội em bé Gentle Wash 500ml La Beauty giảm và ngăn ngừa rôm sảy, hăm da","Sữa tắm, xà bông",Viên nén,159000.0,217,Việt Nam,38,unknown,Asia,0,4.937123553217042
"Kem tẩy trang Transino Clear Cleansing Ex giúp loại bỏ lớp trang điểm, bụi bẩn lỗ chân lông và dầu thừa (110g)","Nước tẩy trang, dầu tẩy trang",Viên nén,425000.0,415,Việt Nam,22,unknown,Asia,1,4.963409601450183
Mặt nạ dưỡng trắng da Transino Whitening Facial Mask EX ngăn ngừa nám và tàn nhang (4 miếng x 20ml),Mặt nạ,Viên nén,425000.0,415,Nhật Bản,22,unknown,Asia,1,4.963409601450183
"Kem dưỡng tái tạo Sebamed Anti-Redness Regenerating Intensive Care cho da nhạy cảm, da dễ bị đỏ (50ml)","Sữa dưỡng thể, kem dưỡng thể",Dạng kem,655000.0,382,Đức,43,unknown,Europe,0,4.979614475222475
"Dầu xả thảo dược La Beauty củng cố chân tóc chắc khỏe, suôn mượt và ngăn ngừa gãy rụng (250ml)",Dầu gội dầu xả,Viên nén,95000.0,217,Việt Nam,38,unknown,Asia,3,4.90759817202966
"Dầu gội thảo dược La Beauty loại bỏ dầu nhờn trên da đầu, ngăn nấm, gàu và giảm gãy rụng (250ml)",Dầu gội dầu xả,Viên nén,105000.0,217,Việt Nam,38,unknown,Asia,3,4.898168859008333
"Lotion Fixderma Preggers Elasticity dưỡng ẩm, giảm vết rạn cho phụ nữ mang thai và sau khi sinh (100ml)","Sữa dưỡng thể, kem dưỡng thể",Dạng kem,220000.0,124,Mỹ,44,unknown,Asia,0,4.891741029465295
Dầu xả hoa bưởi La Beauty làm sạch mềm tóc và ngăn ngừa gãy rụng (250ml),Dầu gội dầu xả,Viên nén,89000.0,217,Việt Nam,38,unknown,Asia,3,4.833929767905513
"Kem bôi da Thuần Mộc Thanh Mộc Hương 21g Hòa Bình dưỡng ẩm, làm mềm da, làm dịu mát da","Sữa dưỡng thể, kem dưỡng thể",Dạng kem,150000.0,402,Việt Nam,38,unknown,Asia,0,4.959288526802337
Mặt nạ mắt JMsolution Marine Luminous Pearl Deep Moisture Eye Patch Pearl bổ sung độ ẩm và cải thiện sắc tố da (90g),Mặt nạ,Viên nén,295000.0,208,Hàn Quốc,11,unknown,Asia,1,4.933314605334458
"Dầu gội dược liệu Thái Dương 7 Plus Gold Sao Thái Dương sạch gàu, giảm ngứa và rụng tóc (250ml)",Dầu gội dầu xả,Dung dịch,150000.0,381,Việt Nam,38,unknown,Asia,3,4.939485905060491
"Tinh dầu Khuynh Diệp Eucalyptus Oil Agimexpharm ấm da vùng xoa, dùng massage thư giãn dành cho mẹ và bé (30ml)",Chăm sóc cơ thể,Viên nén,56550.0,14,Việt Nam,38,unknown,Asia,0,4.993012277038657
Sữa tắm gội hàng ngày Lactacyd Baby Gentle Care cho trẻ giảm rôm sảy và hăm kẻ (500ml),"Sữa tắm, xà bông",Viên nén,170000.0,222,Pháp,38,unknown,Asia,0,4.969542998457761
Dầu gội dược liệu Thái Dương 3 hương lá sạch gàu mà vẫn suôn mềm (200ml),Dầu gội dầu xả,Viên nén,60000.0,381,Việt Nam,38,unknown,Asia,3,4.972057583535992
"Dầu gội dược liệu Thái Dương 7 hương hoa bưởi sạch gàu, không ngứa, giảm rụng tóc cho tóc dầu, tóc thường (200ml)",Dầu gội dầu xả,Viên nén,100000.0,381,Việt Nam,38,unknown,Asia,3,4.966028980373236
"Kem Vaseline Pure OPC phòng nứt môi, khô môi, nứt da bàn chân, bàn tay (10g)",Trị nứt da,Dạng kem,18000.0,317,Việt Nam,38,unknown,Asia,7,4.85854487820689
"Giấy thấm dầu Acnes Oil Remover Paper giúp kiểm soát nhờn, ngăn ngừa mụn (100 tờ)",Chăm sóc da mặt,Viên nén,30000.0,10,Nhật Bản,38,unknown,Asia,1,4.495520851066979
"Dầu Dừa Tươi Raw Virgin Coconut Oil Coboté 100ml dưỡng ẩm da, dưỡng tóc, chăm sóc răng miệng",Chăm sóc cơ thể,Dung dịch,90000.0,208,Việt Nam,38,unknown,Asia,0,4.949063580638306
"Dầu Massage Cho Bé Nourish & Care Baby Oil Coboté 100ml dưỡng ẩm, làm dịu vết công trùng cắn, giảm rôm sảy, cứt trâu",Chăm sóc cơ thể,Dung dịch,139000.0,208,Việt Nam,38,unknown,Asia,0,4.952608027037859
Kem dưỡng ẩm da lô hội Aloins Eaude Cream S 180g dùng cho mặt và toàn thân,"Sữa dưỡng thể, kem dưỡng thể",Dạng kem,360000.0,208,Nhật Bản,22,unknown,Asia,0,4.988174164721055
"Sữa tắm gội 2 in 1 Bimunica Shampoo and Body Wash 250ml dưỡng ẩm, mịn da cho trẻ sơ sinh","Sữa tắm, xà bông",Viên nén,220000.0,208,Việt Nam,16,unknown,Europe,0,4.973618116417802
"Kem vệ sinh Ziaja Intimate bổ sung Hyaluronic Acid giúp làm sạch, khử mùi hôi cho mọi đối tượng (200ml)",Chăm sóc cơ thể,Viên nén,215000.0,468,Ba Lan,1,unknown,Europe,0,4.843576900850099
Kem vệ sinh Ziaja Intimate bổ sung Lactobionic Acid giúp ngăn ngừa tình trạng viêm nhiễm phụ khoa (200ml),Chăm sóc cơ thể,Dạng kem,230000.0,468,Ba Lan,1,unknown,Europe,0,4.854753549619942
"Lăn khử mùi Aquaselin Extreme For Men dùng cho vùng nách dành cho nam giới, giảm mồ hôi (50ml)","Lăn khử mùi, xịt khử mùi",Viên nén,286000.0,27,Ba Lan,1,unknown,Europe,0,4.930479774163856
Sữa tắm và gội cho trẻ em Cetaphil Baby Gentle Wash And Shampoo (230ml),"Sữa tắm, xà bông",Viên nén,144500.0,68,Canada,43,unknown,Europe,0,4.974083620304434
Kem Ticarlox trị và làm mờ sẹo lồi (10g),"Trị sẹo, mờ vết thâm",Viên nén,50000.0,405,Việt Nam,38,unknown,Asia,7,4.843723559359725
Sữa tắm Eucerin pH5 WashLotion Preserves Skin Resilience dành cho da nhạy cảm (400ml),Chăm sóc cơ thể,Viên nén,212000.0,118,Đức,31,unknown,Asia,0,4.970332515137697
Dầu dừa làm đẹp Coconut Beautifying Oil da căng tóc mượt (50ml),Dầu dừa,Dung dịch,98000.0,384,Việt Nam,38,unknown,Asia,12,4.913047110354586
"Xà phòng Acnes Body Bar Saffron And Betel Leaf làm sạch da, ngừa mụn, mờ thâm (75g)","Sữa tắm, xà bông",Viên nén,69000.0,289,Việt Nam,38,unknown,Asia,0,4.961318083989366
"Dầu gội Dược liệu Nguyên Xuân xanh lá 275ml dưỡng tóc và da đầu, giảm gãy rụng",Dầu gội dầu xả,Viên nén,90000.0,296,Việt Nam,38,unknown,Asia,3,4.956622963656907
"Nước súc miệng kháng khuẩn Pharmedic Orafar 250ml ngừa sâu răng, bảo vệ men răng",Chăm sóc cơ thể,Dung dịch,20000.0,335,Việt Nam,38,unknown,Asia,0,4.924372745865382
Serum chống nắng Bioré UV Body Care Serum Intensive Aura SPF50+ PA+++ dưỡng thể sáng da mịn màng (150ml),Chống nắng toàn thân,Viên nén,172800.0,47,Nhật Bản,38,unknown,Asia,0,4.9490322024054265
Dầu gội Radical Med Anti - Dandruff làm sạch và ngăn ngừa rụng tóc (300ml),Dầu gội dầu xả,Viên nén,425000.0,359,Việt Nam,24,unknown,Europe,3,4.916191877573635
Dầu gội làm sạch gàu Vichy Laboratoires Dercos Technique Anti-Dandruff Ds Dermatological (75ml),Dầu gội dầu xả,Dung dịch,124800.0,449,Pháp,36,unknown,Europe,3,4.913662871410644
Sữa tắm Ceradan Moisturising Wash 280ml dùng cho mọi vùng da kể cả da mặt,"Sữa tắm, xà bông",Nhũ tương (Gel),272000.0,66,Singapore,25,unknown,Asia,0,4.96745838190061
"Kem bôi Fuginex Cream Dizigone 25g Terrapharm giúp làm sạch, kháng khuẩn, làm dịu da",Viêm da cơ địa,Kem,140000.0,401,Việt Nam,38,unknown,Asia,6,4.9460662059392995
KEM DƯỠNG ẨM DA CERADAN HYDRA HYPHENS HỘP 80G,"Sữa dưỡng thể, kem dưỡng thể",Viên nén,325000.0,66,Singapore,25,unknown,Asia,0,4.97063676695483
"Dầu gội Redenyl Medimar dùng để trị gàu, viêm da tiết bã nhờn, ngăn ngừa rụng tóc (200ml)",Dầu gội dầu xả,Viên nén,359000.0,235,Hy Lạp,9,unknown,Europe,3,4.971651914044618
Sữa rửa mặt và toàn thân Adaphil Gentle Skin Cleanser giúp làm sạch và dưỡng da (500ml),"Sữa rửa mặt (Kem, gel, sữa)",Dung dịch,215000.0,133,Việt Nam,38,unknown,Asia,1,4.861901149572626
"Kem Pure Paw Paw Ointment hương dâu giúp dưỡng ẩm, giảm nứt nẻ, trị bỏng, côn trùng cắn (25g)",Chăm sóc cơ thể,Viên nén,77000.0,208,Úc,40,unknown,Other,0,4.942515011085739
"Dầu gội Rudondo New Quang Xanh giúp sạch gầu, giảm nấm, dầu nhờn da dầu (120ml)",Dầu gội trị nấm,Viên nén,120000.0,357,Việt Nam,38,unknown,Asia,3,4.917098838499915
Kem bôi da Ceradan Advanced Moisturising Skin Barrier Cream 30g dưỡng ẩm và giúp phục hồi da khô,"Sữa dưỡng thể, kem dưỡng thể",Dạng kem,308000.0,66,Singapore,25,unknown,Asia,0,4.977426622027294
Sữa rửa mặt CeraVe SA Smoothing Cleanser dịu nhẹ dành cho da nhạy cảm (236ml),"Sữa rửa mặt (Kem, gel, sữa)",Viên nén,280500.0,67,Hoa Kỳ,23,unknown,Europe,1,4.976600874530178
"Xà phòng tắm Atids Salicylic Acid 2% + Sulfur làm sạch da, thích hợp cho da dầu, da mụn (80g)","Sữa tắm, xà bông",Dạng sáp,95000.0,5,Hàn Quốc,11,unknown,Asia,0,4.897813840927881
Sữa chống nắng dạng xịt Banana Boat Sport Ultra Suncreen Continuos Spray SPF 100 PA++++ (170g),Chống nắng toàn thân,Dạng xịt,279000.0,38,Hoa Kỳ,7,unknown,America,0,4.94919688412
"Kem chống nắng Isis Pharma Neotone Radiance SPF 50+ dưỡng trắng, mờ nám, phục hồi da (30ml)",Kem chống nắng da mặt,Viên nén,909000.0,189,Pháp,23,unknown,Europe,1,4.928832056370535
Sữa chống nắng dưỡng ẩm Senka Perfect UV Milk N SPF50+ PA++++ dành cho mặt và toàn thân (40ml),Chống nắng toàn thân,Viên nén,146300.0,383,Nhật Bản,22,unknown,Asia,0,4.990077334600548
"Nhũ tương Probiotic Emollient Latopic làm dịu da, giảm ngứa, giảm khô (250ml)","Sữa dưỡng thể, kem dưỡng thể",Nhũ tương (Gel),589000.0,213,Ba Lan,1,unknown,Europe,0,4.984386366703844
"Kem dưỡng ẩm Megaderm 50g CVI Pharma dưỡng ẩm, làm mềm da, giúp giảm tình trạng khô, nứt nẻ da (1 hộp x 1 chai)","Dưỡng da bị khô, thiếu ẩm",Viên nén,150000.0,64,Việt Nam,38,unknown,Asia,0,4.952150027042134
"Sữa rửa mặt Perfect Whip Collagen in Senka loại bỏ bụi bẩn, bụi mịn và bã nhờn (120g)","Sữa rửa mặt (Kem, gel, sữa)",Viên nén,101150.0,383,Nhật Bản,22,unknown,Asia,1,4.98549352376456
"Sáp Lanolina Kosmetyczna Ziaja làm dịu phát ban, kích ứng do bị tổn thương cho da và niêm mạc (10g)","Dưỡng da bị khô, thiếu ẩm",Viên nén,198000.0,468,Ba Lan,1,unknown,Europe,0,4.834549338461508
"Gel rửa mặt Avacne Cleansing Auvi giúp làm sạch và giảm nhờn, dưỡng ẩm và se khít lỗ chân lông (150g)","Sữa rửa mặt (Kem, gel, sữa)",Nhũ tương (Gel),385000.0,31,Úc,40,unknown,Other,1,4.9284647488076665
"Nhũ tương mềm da 3% Urê Ziaja Med Mocznik 3% làm mềm, dưỡng ẩm, giảm khô da (50ml)",Chăm sóc cơ thể,Viên nén,407000.0,468,Ba Lan,1,unknown,Europe,0,4.9081689618460596
"Gel rửa mặt ngừa mụn Canova Salipil Detergente Sifarma giúp loại bỏ bụi bẩn, tế bào chết, làm giảm và ngăn ngừa mụn (150ml)","Sữa rửa mặt (Kem, gel, sữa)",Gel,350000.0,386,Ý,41,unknown,Europe,1,4.976278640942103
"Gel tắm gội Latopic Body and Hair Wash dành cho da dị ứng, kích ứng hỗ trợ dưỡng ẩm (400ml)","Sữa tắm, xà bông",Nhũ tương (Gel),533000.0,213,Ba Lan,1,unknown,Europe,0,4.954540782514471
"Kem mềm da Ziaja Med Mocznik 15% làm mềm, dưỡng ẩm, chăm sóc da khô (100ml)","Dưỡng da bị khô, thiếu ẩm",Viên nén,445000.0,468,Ba Lan,1,unknown,Europe,0,4.953867942708275
"Dầu gió Kimagi Agimexpharm giữ ấm cơ thể, xông hơi giải cảm (10 chai x 6ml)",Chăm sóc cơ thể,Viên nén,25000.0,14,Việt Nam,38,unknown,Asia,0,4.453546385446724
"Dầu tắm Ziaja Med Atopic Skin giúp làm sạch da dịu nhẹ, dưỡng da và làm mềm mịn da (270ml)",Chăm sóc cơ thể,Viên nén,427000.0,468,Ba Lan,1,unknown,Europe,0,4.919251518866453
"Sữa tắm không cần dùng nước NoRinse Body Bath thay thế cách tắm thông thường (473,1ml)","Sữa tắm, xà bông",Viên nén,256000.0,208,Hoa Kỳ,7,unknown,America,0,4.939207522027414
"Kem dưỡng da tay Lana Hand Cream giảm nhăn da, đồi mồi, ngứa, nứt nẻ da tay (80g)","Kem dưỡng da tay, chân",Viên nén,42000.0,224,Việt Nam,38,unknown,Asia,0,4.909012437859957
"Sữa chống nắng cho bé Sunplay Baby Mild SPF35 PA++ Rohto ngăn đen sạm, bỏng rát cho da nhạy cảm (30g)",Chống nắng toàn thân,Viên nén,82450.0,394,Nhật Bản,38,unknown,Asia,0,4.901660415616175
Kem dưỡng da chân Footgel Classic Lana chống nứt nẻ và làm mềm da chân (50g),"Kem dưỡng da tay, chân",Viên nén,42000.0,224,Việt Nam,38,unknown,Asia,0,4.909012437859957
Dầu gội Azasun Extra Gamma sạch gàu cho da đầu hết ngứa (120ml),Dầu gội dầu xả,Viên nén,195000.0,133,Việt Nam,38,unknown,Asia,3,4.813572751020444
"Kem Sali-10 Perfect Foot And Hand Cream giảm nhăn da, giữ ẩm da, giảm khô da, nứt nẻ ở gót chân, ngón tay (30g)","Kem dưỡng da tay, chân",Dạng kem,50000.0,133,Việt Nam,38,unknown,Asia,0,4.851608331106671
Kem A-Derma​​​​​​​ Dermalibour​​​​​​​​​​​​​​+ Repairing Cream làm dịu da dùng hằng ngày cho da kích ứng (50ml),Chăm sóc cơ thể,Dạng kem,417000.0,11,Pháp,23,unknown,Europe,0,4.936568730219239
"Kem Alcopic Gamma giảm ngứa, rát, đau do viêm da cơ địa, viêm da tiếp xúc (40ml)",Viêm da cơ địa,Viên nén,143500.0,16,Việt Nam,38,unknown,Asia,6,4.872436563913114
"Kem Isis Pharma Mothercare dưỡng ẩm, giảm khô môi, chàm môi, nứt núm vú (15ml)",Chăm sóc ngực,Viên nén,208000.0,189,Pháp,23,unknown,Europe,0,4.977952569116349
Kem Vitiskin IsisPharma hỗ trợ điều trị bạch biến (50ml),Giải pháp làn da,Viên nén,734000.0,189,Pháp,23,unknown,Europe,6,4.964127279894594
"Gel rửa mặt Isis Pharma Teen Derm Gel Sensitive giúp giảm nhờn, ngăn ngừa mụn cho da nhạy cảm (250ml)","Sữa rửa mặt (Kem, gel, sữa)",Viên nén,399000.0,189,Pháp,23,unknown,Europe,1,4.97247552631613
"Sữa tắm Loturelle Gentle Cleansing Gel hỗ trợ kháng khuẩn, kháng nấm (250ml)","Sữa tắm, xà bông",Viên nén,157000.0,173,Việt Nam,38,unknown,Asia,0,4.912335936387579
Dầu gội Radical Med Anti - Hair Loss Shampoo làm sạch và ngăn ngừa rụng tóc (300ml),Dầu gội dầu xả,Dung dịch,485000.0,120,Ba Lan,38,unknown,Asia,3,4.949578491401716
Gel rửa mặt tạo bọt La Roche-Posay Effaclar Purifying Foaming Gel For Oily Sensitive Skin cho da dầu nhạy cảm (50ml),Chăm sóc da mặt,Viên nén,210000.0,225,Pháp,23,unknown,Europe,1,4.97446121315914
"Dầu xả Thái Dương 3 hương hoa suôn mềm, óng ả, tự nhiên (200ml)",Dầu gội dầu xả,Dung dịch,60000.0,381,Việt Nam,38,unknown,Asia,3,4.972057583535992
Sữa tắm dưỡng ẩm Ceradan Ceramide Moisturing Wash Face And Body dành cho mặt và toàn thân (150ml),"Sữa tắm, xà bông",Nhũ tương (Gel),220000.0,66,Singapore,25,unknown,Asia,0,4.98330513941276
"Sữa tắm, rửa mặt Clearinger Gamma làm ẩm và dịu da (150ml)","Sữa rửa mặt (Kem, gel, sữa)",Nhũ tương (Gel),178000.0,133,Việt Nam,44,unknown,Asia,1,4.839865652190744
"Dầu gội không dùng nước NoRinse Shampoo làm sạch tóc nhẹ nhàng (236,6ml)",Dầu gội dầu xả,Viên nén,166000.0,208,Hoa Kỳ,7,unknown,America,3,4.915321587829763
"Phim thấm dầu Acnes Oil Remover Film kiểm soát nhờn, ngăn ngừa mụn (50 tờ)",Chăm sóc da mặt,Viên nén,54400.0,10,Nhật Bản,38,unknown,Asia,1,4.986511992953697
"Gel Dolly-AC Acnes Gamma làm sạch bã nhờn trên da, ngừa mụn, mờ sẹo, mờ vết thâm mụn (15g)","Trị sẹo, mờ vết thâm",Viên nén,130500.0,133,Việt Nam,38,unknown,Asia,7,4.893508864859979
"Kem phục hồi da Ceradan Ceramide Skin Barrier Repair Cream dành cho da khô, kích ứng và nhạy cảm (10g)","Dưỡng da bị khô, thiếu ẩm",Kem bôi da,114000.0,178,Singapore,25,unknown,Asia,0,4.914893091665079
"Dung dịch tắm rôm sảy em bé Phyto BEBE Opodis Pharma kháng khuẩn, nấm (100ml)","Sữa tắm, xà bông",Dung dịch,35000.0,318,Việt Nam,38,unknown,Asia,0,4.8527955822293185
"Dầu gội đầu Redwin Coal Tar Fragrance Shampoo 250ml làm sạch, cân bằng độ ẩm, ngăn ngừa gàu",Dầu gội dầu xả,Dung dịch,290000.0,326,Việt Nam,40,unknown,Other,3,4.9430129182595355
"Dầu gội REDWIN Tea Tree Shampoo 250ml giảm những triệu chứng ngứa, gàu, vảy, nấm da đầu",Dầu gội trị nấm,Viên nén,279000.0,358,Úc,40,unknown,Other,3,4.917218657627605
"Lotion Fixderma Salyzap Lotion For Acne giảm mụn, ngăn ngừa hình thành nhân mụn mới (20ml)","Kem trị mụn, gel trị mụn",Viên nén,300000.0,124,Mỹ,44,unknown,Asia,1,4.946023975965192
Tinh chất Radical Med Anti-Hair Loss làm sạch tóc và da đầu (3 ống x 5ml),Dầu gội dầu xả,Viên nén,385000.0,359,Ba Lan,1,unknown,Europe,3,4.961373396306893
